640;2908;88;;Squad 7's suppression of the enemy camp on&the west bank gave us the foothold we needed.;La soppressione dell'accampamento nemico da parte della Squadra 7&la riva occidentale ci ha fornito il punto d'appoggio di cui avevamo bisogno.;
656;3004;90;;Now we'll join the army's Vasel Battalion in&Operation Cloudburst to take back the bridge.;Ora ci uniremo al battaglione Vasel dell'esercito&nell'operazione Cloudburst per riconquistare il ponte.;
672;3100;87;;Militia forces will take the point, crossing the bridge&and attacking the eastern camp.;Le forze della milizia prenderanno il punto, attraversando&il ponte e attaccando l'accampamento orientale.;
688;3192;67;;Captain, crossing that bridge means breaching&the enemy bridgehead.;Capitano, attraversare quel ponte significa violare la&testa di ponte nemica.;
704;3264;77;;What sort of on-site backup and supplies can&we expect from the army on this?;Che tipo di supporto e rifornimenti in loco possiamo&aspettarci dall'esercito in questo caso?;
720;3348;88;;The plan calls for the army to commence its&operation after we've struck the bridgehead.;Il piano prevede che l'esercito inizi le sue operazioni&dopo aver colpito la testa di ponte.;
736;3444;62;;Wait a minute...&So we're just being offered up on a platter?!;Aspetta un attimo...e quindi ci stanno solo offrendo su un&piatto d'argento?!;
752;3512;76;;I know how you feel. I felt that way&when I was a militia foot soldier, too.;So come ti senti. Mi sentivo cosi anch'io quando ero un&soldato di fanteria della milizia.;
768;3596;82;;But sometimes being a soldier means taking&on tough missions. Even dangerous ones.;Ma a volte essere un soldato significa accettare missioni&difficili. Anche pericolose.;
784;3684;23;;...Understood, Captain.;...Capito, Capitano.;
800;3712;36;;I'm not saying you're wrong, Faldio.;Non sto dicendo che ti sbagli, Faldio.;
816;3756;68;;Breaching that bridgehead by ourselves is...&It's going to be tough.;Superare quella testa di ponte da soli >...&Sar= dura.;
832;3832;60;;Captain Varrot, may I go observe the area&around the bridge?;Capitano Varrot, posso andare a osservare la zona attorno&al ponte?;
848;3900;45;;Observe it? &I don't mind, but what do you...;Lo noti? A me non dispiace, ma cosa...;
864;3952;7;;Welkin!;Bentornato!;
880;3964;31;;Sergeant Melchiott? What is it?;Sergente Melchiott? Che cos'>?;
896;4000;40;;Oh, I... Sorry to interrupt the meeting.;Oh, io... Mi dispiace interrompere la riunione.;
912;4048;72;;We're finished, it's fine. Now I assume&there's a reason for your visit?;Abbiamo finito, va bene. Ora suppongo che ci sia un motivo&per la tua visita?;
928;4128;13;;Yes, Captain.;Si, capitano.;
944;4148;85;;Welkin, ah, I mean, Lieutenant Gunther... the squad,&they're at each others' throats.;Bene, ah, voglio dire, il tenente Gunther... la squadra...&sono uno alla gola dell'altro.;Welkin, ah, je veux dire, Lieutenant Gunther... l'escouade,&il
960;4240;5;;What?;Che cosa?;
976;4252;59;;Please stop them, sir. &I tried to, but they... I couldn't.;Per favore, fermali, signore. & Ho provato a farlo, ma&loro... Non ci sono riuscito.;
992;4316;27;;You want me to break it up?;Vuoi che lo divida?;
1008;4348;66;;I don't know... Maybe it'd be better to&just let them have it out.;Non lo so... Forse sarebbe meglio lasciarli semplicemente&sfogare.;
1024;4420;49;;Let them have it out?&You can't just ignore them!;Lasciarli sfogare? Non puoi semplicemente ignorarli!;
1040;4476;82;;I'm not ignoring them.&I think it's important that they say what they're thinking.;Non li ignoro e penso che sia importante che dicano cio'&che pensano.;
1056;4564;85;;Butting heads over differing opinions can be&one way to bring people closer together.;Scontrarsi per opinioni diverse puo' essere un modo per&avvicinare le persone.;
1072;4656;40;;Well, but... That may be, but I still...;Beh, ma... Puo' darsi, ma io ancora...;
1088;4704;86;;Look, you can't just sit here while your&squad's tearing itself apart. It's not right.;Guarda, non puoi semplicemente startene seduto qui mentre&la tua squadra si sta facendo a pezzi. Non > giusto.;
1104;4796;27;;Now, get a move on! ...Sir.;Ora, datevi una mossa! ...Signore.;
1120;4828;20;;H-Hey, I... Alicia?!;Ehi, io... Alicia?!;
1136;4856;36;;Sounds like he's got his hands full.;Sembra che abbia le mani occupate.;
1152;4900;35;;It's all part of growing as a team.;Tutto fa parte della crescita di una squadra.;
1168;4940;8;;Hold on!;Aspettare!;
1184;4956;27;;Okay, what's going on here?;Bene, cosa sta succedendo qui?;
1200;4988;5;;Hmph.;Mmh.;
1216;5000;35;;You really have to ask, Lieutenant?;Davvero ce lo chiede, tenente?;
1232;5040;27;;It's either her or me, pal.;O lei o me, amico.;
1248;5072;73;;Who let her in, anyway?&You really think I'm gonna work with a dark-hair?;Chi l'ha fatta entrare, comunque? Pensi davvero che&lavorerei con una mora?;
1264;5152;62;;She'll blow us all up,&besides I can't stand the stink of her.;Ci far= saltare tutti in aria e poi non sopporto il suo&fetore.;
1280;5220;88;;Her type's got a bad reputation and everybody knows it.&No Darcsens allowed. Ya hear me?;Il suo tipo ha una cattiva reputazione e tutti lo&sanno.&Non sono ammessi Darcsen. Mi hai sentito?;
1296;5316;92;;Oh yes, I've heard everything you have to say.&But I'm still a human being, the same as you.;Oh si, ho sentito tutto quello che hai da dire. Ma sono&pur sempre un essere umano, come te.;
1312;5416;94;;"Besides, no evidence exists to substantiate what you&call the ""Darcsen Calamity."" It's a myth.";"Inoltre, non esistono prove a sostegno di quella che tu&chiami la ""Calamit= di Darcsen"". E' un mito.";
1328;5516;51;;Excuse me?!?&So what, you're calling me stupid now?;Scusa?!? E allora, adesso mi dai dello stupido?;
1344;5572;23;;Stop it, that's enough.;Basta, basta.;
1360;5600;14;;Okay boss-man.;Okay, capo.;
1376;5620;74;;We won't fight alongside no Darcsen.&What about that can't you understand?;Non combatteremo al fianco di nessun Darcsen. Cosa non&riesci a capire?;
1392;5700;74;;Another thing we ain't doing is taking orders from some&hotshot greenhorn.;Un'altra cosa che non faremo > prendere ordini da qualche&novellino.;
1408;5780;41;;Alright fine. Now listen and listen good.;Va bene, bene. Ora ascolta e ascolta bene.;
1424;5828;57;;I'll have that bridge back in Gallia's hands in 48 hours.;Entro 48 ore restituiro' quel ponte nelle mani di Gallia.;
1440;5892;57;;Now, if my plan fails, which I doubt, then I'll resign...;Ora, se il mio piano fallisce, cosa di cui dubito, allora&mi dimettero'...;
1456;5956;33;;Squad 7 will be all yours, Largo.;La Squadra 7 sar= tutta tua, Largo.;
1472;5996;56;;But if my plan works, you'll take my orders and like it.;Ma se il mio piano funziona, accetterai i miei ordini e ti&piaceranno.;
1488;6060;12;;Ha ha ha ha!;Ah ah ah ah!;
1504;6080;44;;Your funeral, boss-man.&You sure about this?;Il tuo funerale, capo. Sei sicuro di questo?;
1520;6132;9;;Yes I am.;Si, io sono.;
1536;6148;28;;But... wait a sec... Welkin?;Ma... aspetta un attimo... Welkin?;
1552;6184;6;;......;......;
1568;6196;7;;Welkin!;Bentornato!;
1584;6208;14;;Hm? What's up?;Hm? Che succede?;
1600;6228;62;;What's up?! You just made an insane promise!&That's what's up!;Che succede?! Hai appena fatto una promessa folle! Ecco&cosa succede!;
1616;6296;66;;I'm sorry, Welks, I shouldn't have argued...&This is all my fault.;Mi dispiace, Welks, non avrei dovuto discutere... E' tutta&colpa mia.;
1632;6368;60;;It's nobody's fault, Is.&It's a war, we're all on edge here.;Non > colpa di nessuno, Is. E' una guerra, siamo tutti in&ansia qui.;
1648;6436;82;;And this mission certainly isn't helping.&It's little wonder the troops are upset.;E questa missione di certo non aiuta. Non c'> da stupirsi&che le truppe siano arrabbiate.;
1664;6524;7;;Yeah...;Si...;
1680;6536;85;;That's why pulling this operation off is the&perfect way to bring the squad together.;Ecco perch< portare a termine questa operazione > il modo&perfetto per riunire la squadra.;
1696;6628;31;;That'd be great, if it works...;Sarebbe fantastico se funzionasse...;
1712;6664;72;;But how can you possibly hope to take back &the bridge in just 48 hours?;Ma come puoi sperare di riprenderti il ponte in sole 48&ore?;
