684;3128;79;;In March of 1935, the Empire began its&invasion across Gallia's eastern border.;Nel marzo del 1935, l'Impero inizio' la sua invasione&attraverso il confine orientale della Gallia.
700;3212;181;;Maximilian, commander of the Gallian invasion&front, built his army around mobile armor.&Ghirlandaio and the other fortresses along the&border fell to his tanks in quick succession.;Maximilian, comandante dell'invasione del fronte gallico&,costrui il suo esercito attorno ai mezzi corazzati mobili.&Ghirlandaio e le altre fortezze lungo il confine&cadde sotto i suoi carri armati in rapida successione.
716;3400;182;;"Bruhl's fall in under two hours was typical&of villages in the Empire's path, and the road&to the capital bore a steady flow of refugees.&&       Irene Koller, ""On the Gallian Front""";"La caduta di Bruhl in meno di due ore > stata tipica&dei villaggi sul percorso dell'Impero, e la strada verso&la capitale si verifico' un flusso costante di rifugiati.&&       Irene Koller, ""Sul fronte gallico"""
732;3588;73;;Randgriz, Gallia's capital,&a town secure and stable since ancient times.;Randgriz, la capitale della Gallia, > una citt= sicura e&stabile fin dall'antichit=.
748;3668;110;;Within its walls stood the Castle Randgriz, and within&its unicorn spiral resided Cordelia, Gallia's princess.;All'interno delle sue mura sorgeva il Castello Randgriz, e&nella spirale di unicorno viveva Cordelia, la lady di Gallia
764;3784;80;;Supporting Gallia's policy of neutrality was&a system of universal conscription.;A sostegno della politica di neutralit= della Gallia c'era&il sistema di coscrizione universale.
780;3872;0;;Under it, all schools required military&training each year. In the&event of a war, citizens were then drafted&into the militia to defend their country.;Per questo, tutte le scuole esigevano l'obbligo di &formazione militare ogni anno.&In caso di guerra, i cittadini venivano arruolati&nella milizia per difendere il loro paese.
796;4028;0;;"As the conflict with the East grew worse,&both Welkin and Alicia found themselves&no exceptions to that fate.&&       Irene Koller, ""On the Gallian Front""";"Mentre il conflitto con l'Oriente peggiorava,&sia Welkin che Alicia si ritrovarono&nessuna eccezione a questo destino.&&       Irene Koller, ""Sul fronte gallico"""
812;4188;8;;Come in.;Si accomodi.
828;4204;16;;Excuse me ma'am.;Mi scusi, signora.
844;4228;60;;Gallian Militia enlistee Welkin Gunther,&reporting for duty.;Arruolato dalla milizia gallica Welkin Gunther, si&presenta in servizio.
860;4296;74;;Ma'am, Gallian Militia enlistee Alicia Melchiott,&also reporting for duty.;Signora, Alicia Melchiott, arruolata nella milizia&galliana, > anche lei a rapporto in servizio.
876;4376;55;;I'm Captain Eleanor Varrot, commander of this regiment.;Sono il capitano Eleanor Varrot, comandante di questo&reggimento.
892;4436;71;;Gunther you're promoted to lieutenant.&You'll be leader of Squad 7 now.;Gunther, sei stato promosso tenente e ora sarai il capo&della Squadra 7.
908;4512;6;;Ma'am!;Signora!
924;4524;102;;Enlistee Melchiott, you're promoted to sergeant.&You'll be under the lieutenant's command. Understood?;Arruolato Melchiott, sei promosso sergente. E sarai sotto&il comando del tenente. Capito?
940;4632;6;;Ma'am!;Signora!
956;4644;30;;What do you know... it is you.;Cosa ne sai... sei tu.
972;4680;29;;Nice coincidence, huh Welkin?;Bella coincidenza, eh Welkin?
988;4716;8;;Faldio?!;Faldio?!
1004;4732;34;;I had no idea that you'd enlisted.;Non avevo idea che ti fossi arruolato.
1020;4772;55;;Yeah. Now that there's a real war going on I joined up.;Si. Ora che c'> una vera guerra in corso mi sono arruolato.
1036;4832;68;;Pretty much all the officer in training boys are here just&like you.;Quasi tutti i ragazzi in addestramento come ufficiali sono&qui, proprio come te.
1052;4908;20;;You know each other?;Vi conoscete?
1068;4936;92;;Yes, ma'am. We knew each other at university.&Welkin was in science and I was in archeology.;Si, signora. Ci conoscevamo all'universit=.&Welkin era in&scienze e io in archeologia.
1084;5036;50;;And just look at us now. No archeology or science.;E guardateci adesso. Niente archeologia o scienza.
1100;5092;50;;Looks like the two of us are studying war I guess.;Sembra che noi due stiamo studiando la guerra, credo.
1116;5148;37;;Looks that way. It's good to see you.;Sembra proprio cosi. E' bello vederti.
1132;5192;8;;And you.;E tu.
1148;5208;64;;That'll be all for now.&There's a strategy briefing later today.;Per ora > tutto. Piu' tardi oggi ci sar= un briefing&strategico.
1164;5280;50;;But you still have time, time for you to catch up.;Ma hai ancora tempo, tempo per recuperare.
1180;5336;61;;You'll be spending a lot of time on the post&and in Randgriz.;Trascorrerai molto tempo sul post e su Randgriz.
1196;5404;46;;They'll be your new home, so get to know them.;Saranno la tua nuova casa, quindi impara a conoscerli.
1212;5456;53;;That'll be all. Report back in time for the briefing.;Questo > tutto. Tornate in tempo per il briefing.
1228;5516;28;;Until then you're dismissed.;Fino ad allora sei licenziato.
1244;5552;27;;So these are my new digs...;Quindi questa > la mia nuova sistemazione...
1260;5584;15;;Oh, my uniform!;Oh, la mia uniforme!
1276;5604;63;;I should get changed before reporting in.&Better get ready now.;Dovrei cambiarmi prima di presentarmi. Meglio prepararsi&subito.
1292;5672;44;;Flares, binoculars...&A compass and a map...;Razzi, binocolo... una bussola e una mappa...
1308;5724;49;;Everything you need for a nice hike... or combat.;Tutto cio' di cui hai bisogno per una bella escursione... o&per un combattimento.
1324;5780;22;;Welkin? Can I come in?;Ciao? Posso entrare?
1340;5808;16;;Sure, it's open.;Certo, > aperto.
1356;5832;44;;Oh, you're already changed too.&Let's see...;Oh, anche tu sei gi= cambiato. Vediamo...
1372;5884;42;;Not bad, not bad!&You look good, actually.;Niente male, niente male! E in effetti stai bene.
1388;5932;58;;So, how about me?&Do I look all right in this? Convincing?;E io? Mi vedo bene cosi? Sono convincente?
1404;5996;20;;Let's take a look...;Diamo un'occhiata...
1420;6024;49;;Heh, yeah. You look fine.&You wear it like a pro.;Eh, si. Stai benissimo. E lo indossi come un&professionista.
1436;6080;36;;Really? You're not just saying that?;Davvero? Non lo dici per caso?
1452;6124;41;;Of course not.&You look tough. I like it!;Certo che no.&Hai un aspetto duro. Mi piace!
1468;6172;50;;Oh, good...&I was worried it looked kind of silly.;Oh, bene...avevo paura che sembrasse un po' sciocco.
1484;6228;85;;No way. That plating on the back?&It's like a coleopterid exoskeleton! Beetle-tastic.;Non ci credo. Quella placcatura sul retro? E' come un&esoscheletro di coleottero! Beetle-tastico.
1500;6320;41;;Coleo-what? And did you just say BEETLE?!;Coleo-cosa? E hai appena detto SCARABEO?!
1516;6368;14;;Uhh... Welkin?;Ehm...Welkin?
1532;6388;58;;What kind of girl wants to hear that she looks like a bug?;Che tipo di ragazza vorrebbe sentirsi dire che sembra un&insetto?
1548;6452;89;;Huh? Not just any bug. A rhinoceros beetle.&KING of the insects. Who wouldn't want that?!;Eh? Non un insetto qualunque. Uno scarabeo rinoceronte.&RE&degli insetti. Chi non lo vorrebbe?!
1564;6548;81;;Uh huh... I guess I'll just try to take that&as a very Welkin sort of compliment.;Uh huh... credo che cerchero' di prenderlo come un&complimento molto celestiale.
1580;6636;65;;Tell me about that scarf.&You've been wearing it since I met you.;Raccontami di quella sciarpa. La indossi da quando ti ho&incontrato.
1596;6708;50;;Oh, this?&It's part of my uniform from the bakery.;Ah, questo? Fa parte della mia uniforme dal panificio.
1612;6764;14;;Is that right?;E' corretto?
1628;6784;64;;I don't want to forget the time I spent busting my buns,&baking.;Non voglio dimenticare il tempo che ho trascorso a&sfornare dolci e a infornare dolci.
1644;6856;74;;I plan to keep wearing it until I can get&back to manning the ovens again.;Ho intenzione di continuare a indossarlo finch< non potro'&tornare a occuparmi dei forni.
1660;6936;75;;That's great. Once you do,&I'll be first in line to get some of that bread.;Fantastico. Una volta fatto, saro' il primo in fila per&prendere un po' di quel pane.
1676;7016;85;;Is that a promise? Well, I'll be sure to have&plenty of it ready and waiting for you.;E' una promessa? Beh, mi assicurero' di averne&abbondante&pronto e in attesa per te.
1692;7108;76;;Absolutely. Hey, if you're ready,&we should probably go see the captain now.;Assolutamente. Ehi, se sei pronto, dovremmo probabilmente&andare a trovare il capitano ora.
1708;7192;6;;Welks!;Cavolo!
1724;7204;41;;There you are. I've been looking for you.;Eccoti qua. Ti stavo cercando.
1740;7252;8;;Hey, Is.;Ciao, Is.
1756;7268;38;;How'd your enlistment go? No problems?;Come > andato il tuo arruolamento? Nessun problema?
1772;7312;42;;I registered as a tank pilot and mechanic.;Mi sono registrato come pilota e meccanico di carri armati.
1788;7360;78;;Maintaining and operating the Edelweiss will&be my responsibility from now on.;D'ora in poi la manutenzione e la gestione dell'Edelweiss&saranno di mia responsabilit=.
1804;7444;63;;I think it's nice that we'll all be on the&same squad together.;Penso che sia bello che saremo tutti insieme nella stessa&squadra.
1820;7512;15;;I think so too.;Anch'io la penso cosi.
1836;7532;26;;So what are you up to now?;Allora, cosa stai facendo adesso?
1852;7564;89;;The tank's hangar space is just through here.&I was just carrying some ragnite fuel back.;L'hangar del carro armato > proprio qui di fronte. Stavo&solo trasportando un po' di carburante per la ragnite.
1868;7660;75;;It's used to power the tank,&and also for the turret-mounted cannon rounds.;Viene utilizzato per alimentare il carro armato e anche&per i colpi dei cannoni montati sulla torretta.
1884;7740;80;;I guess I'm just more used to seeing it in&street lamps and medical compounds...;Immagino di essere piu' abituato a vederlo nei lampioni e&nei composti medici...
1900;7828;78;;Seems like everything is ragnite-powered these days.&That stuff is everywhere.;Sembra che ultimamente tutto funzioni con la ragnite.&Questa roba > ovunque.
1916;7912;79;;Not enough of it for some people, though.&It's the source of a lot of conflict.;Tuttavia, per alcune persone non > sufficiente ed > fonte&di molti conflitti.
1932;7996;78;;They say the Empire's invading only to get&at all the ragnite in Gallian soil.;Dicono che l'Impero stia invadendo solo per impossessarsi&di tutta la ragnite presente nel suolo galliano.
1948;8080;19;;Oh, that's right...;Ah, > proprio cosi...
1964;8104;35;;I had something to give you, Welks.;Avevo qualcosa da darti, Welks.
1980;8144;12;;What's this?;Che cos'> questo?
1996;8164;85;;Father's flare gun. It was in the barn,&but I thought you might have some use for it.;La pistola lanciarazzi di pap=. Era nella stalla,&ma ho&pensato che ti sarebbe potuta servire.
2012;8256;23;;Another hand-me-down...;Un altro oggetto di seconda mano...
2028;8284;67;;I gave it a once-over. It might be old,&but it's still serviceable.;Gli ho dato un'occhiata. Sar= anche vecchio, ma > ancora&utilizzabile.
2044;8356;62;;I didn't mean...&I just can't believe I'm a tank operator now.;Non intendevo...e non riesco proprio a credere che ora&sono un operatore di carri armati.
2060;8424;23;s;Thank you for this, Is.;Grazie per questo, Is.
2076;8452;85;;I'll do a spot-check on the Edelweiss now,&to make sure it's ready to go at any time.;Ora faro' un controllo a campione sull'Edelweiss, per&accertarmi che sia pronto all'uso in qualsiasi momento.
2092;8544;55;;All right, we'll get going for now then.&See you later.;Bene, per ora possiamo iniziare. Ci vediamo dopo.
2108;8604;43;;I'll cut to the chase. Here's your mission.;Vengo al dunque. Ecco la tua missione.
2124;8652;83;;The Great Vasel Bridge was just taken by the Empire.&It's a key strategic position.;Il Grande Ponte Vasel > stato appena preso dall'Impero. Si&tratta di una posizione strategica fondamentale.
2140;8740;23;;The Great Vasel Bridge?;Il grande ponte Vasel?
2156;8768;78;;It's a major drawbridge crossing the canal in Vasel,&just outside the capital.;Si tratta di un importante ponte levatoio che attraversa&il canale a Vasel, appena fuori dalla capitale.
2172;8852;75;;That bridge is a part of the central transit&artery leading in to Randgriz.;Quel ponte fa parte dell'arteria di transito centrale che&porta a Randgriz.
2188;8932;31;;Our mission is to take it back.;La nostra missione > riprendercela.
2204;8968;84;;The Empire has been running a blitz with&their shocktroops outrunning their defense.;L'Impero ha condotto un attacco con le sue truppe&d'assalto, surclassando la difesa.
2220;9060;85;;Our Third Regiment will retake the bridge&before defensive reinforcements can arrive.;Il nostro Terzo Reggimento riprender= il ponte prima che&possano arrivare i rinforzi difensivi.
2236;9152;69;;How quaint.&The militia holding a little strategy meeting of its own.;Che cosa pittoresca! La milizia tiene una piccola riunione&strategica tutta sua.
2252;9228;57;;How long were you planning on hiding out in here, Varrot?;Per quanto tempo pensavi di nasconderti qui, Varrot?
2268;9292;37;;My apologies, sir. We'll depart soon.;Mi scuso, signore. Partiremo presto.
2284;9336;36;;Whatever. They're just country mice.;Comunque. Sono solo topi di campagna.
2300;9380;35;;It's not like they'll be much help.;Non > che saranno di grande aiuto.
2316;9420;89;;More help, perhaps, than your army unit that&couldn't hold the bridge in the first place.;Un aiuto maggiore, forse, della tua unit= militare che non&> riuscita a tenere il ponte fin dall'inizio.
2332;9516;4;;Hey!;EHI!
2348;9528;76;;Regardless, Vasel remains a critical position.&We'll reclaim it immediately.;In ogni caso, Vasel rimane una posizione critica. La&rivendicheremo immediatamente.
2364;9612;30;;W-Well, good. See that you do!;B-Bene, bene. Vedi di farlo!
2380;9648;13;;Who was that?;Chi era?
2396;9668;47;;General Damon, commander of the central forces.;Generale Damon, comandante delle forze centrali.
2412;9720;76;;Central forces...&That's the army branch the militia was folded into, right?;Forze centrali... E quella > la branca dell'esercito in&cui era inserita la milizia, giusto?
2428;9804;88;;That's right. They say the General's an aristocrat.&He looks down on the common militia.;Esatto. Dicono che il generale > un aristocratico. E&guarda dall'alto in basso la milizia comune.
2444;9900;28;;That doesn't make any sense.;Non ha alcun senso.
2460;9936;92;;Right. Now that the war's begun,&we all need to band together and fight to keep Gallia safe.;Giusto. Ora che la guerra > iniziata, dobbiamo unirci e&combattere tutti insieme per mantenere la Gallia al sicuro.
2476;10036;83;;Who cares at this point whether you're in&the army or the militia? It's ridiculous.;A questo punto, a chi importa se sei nell'esercito o nella&milizia? E' ridicolo.
2492;10124;39;;Gentlemen. Let's return to the mission.;Signori, torniamo alla missione.
2508;10168;89;;We'll begin by taking back the western bank&to gain a foothold for reclaiming the bridge.;Inizieremo riprendendoci la sponda occidentale e&stabilendo un punto d'appoggio per rivendicare il ponte.
2524;10264;19;;Lieutenant Gunther.;Tenente Gunther.
2540;10288;77;;I'm assigning Squad 7 to this mission.&It's your first maneuver, so be smart.;Assegno la Squadra 7 a questa missione. E' la tua prima&manovra, quindi sii intelligente.
2556;10372;13;;Yes, Captain!;Si, Capitano!
2572;10392;86;;The other squads are on patrol.&Stay sharp, and be ready to help take back the bridge.;Le altre squadre sono in pattuglia. Restate attenti e&siate pronti ad aiutare a riconquistare il ponte.
2588;10484;51;;I'm counting on all of you out there.&Now move out!;Conto su tutti voi l= fuori. E ora muovetevi!
2604;10540;10;;Hey there!;Ehil=!
2620;10556;51;;You guys aren't with Squad 7 by any chance are you?;Per caso non siete nella Squadra 7, vero?
2636;10612;15;;Yes, that's us.;Si, siamo noi.
2652;10632;15;;Ha ha... bingo!;Ah ah... bingo!
2668;10652;40;;I've been looking for ya... meaning you!;Ti stavo cercando... intendevo te!
2684;10700;23;;Hot stuff, on the tank.;Roba bollente, sul serbatoio.
2700;10728;3;;Me?;Me?
2716;10736;19;;Um, excuse me. I...;Ehm, scusatemi. Io...
2732;10760;50;;That must make you Lieutenant Gunther, am I right?;Questo dovrebbe renderti il tenente Gunther, non > vero?
2748;10816;24;;Um, yeah. Yes that's me.;Ehm, si. Si, sono io.
2764;10848;13;;Upsy daisy...;Margherita uggiosa...
2780;10868;25;;Wha--?! Hey, you can't...;Cosa--?! Ehi, non puoi...
2796;10900;21;;Nice to meet you too.;Piacere di conoscervi.
2812;10928;37;;Now let's get right to the questions.;Ora passiamo subito alle domande.
2828;10972;100;;So you're the son of the great General Gunther, huh?&You look awfully young. How old are you anyway?;Quindi sei il figlio del grande generale Gunther,&eh?&Sembri terribilmente giovane. Comunque, quanti anni hai?
2844;11080;104;;Must be your first war, huh? What's been the hardest&experience so far? Wait, happiest? No, uh funniest?;E' la tua prima guerra, eh?Qual > stata la piu' dura&esperienza finora?Aspetta,piu'felice? No,uh piu' divertente?
2860;11192;78;;I'd also like to know hobbies, favorite foods...&what you do on your days off.;Vorrei anche sapere quali sono i tuoi hobby, i tuoi cibi&preferiti... e cosa fai nei tuoi giorni liberi.
2876;11276;34;;Hey, lady! &This is a combat zone!;Ehi, signora! Questa > una zona di combattimento!
2892;11316;47;;Excuse me, but what are you doing here, anyway?;Mi scusi, ma cosa ci fa qui?
2908;11368;29;;Hey give me a break will you!;Ehi, dammi una pausa, per favore!
2924;11404;44;;Scoops are near danger, and I'm near scoops!;Gli scoop sono prossimi al pericolo, e io sono vicino agli&scoop!
2940;11456;67;;That's right. The name's Ellet,&I'm GBS Radio's top woman reporter.;Esatto. Mi chiamo Ellet e sono la reporter donna di punta&di GBS Radio.
2956;11528;51;;I smell a story, a good story, and you guys are it!;Sento odore di storia, una bella storia, e voi la siete!
2972;11584;28;;So you... you're a reporter.;Quindi tu... tu sei un giornalista.
2988;11620;96;;Very good. I'm a reporter, yes. I've been assigned to&Squad 7 to conduct a series of interviews.;Molto bene. Sono un reporter, si. Sono stato assegnato&alla Squadra 7 per condurre una serie di interviste.
3004;11724;10;;Thank you.;Grazie.
3020;11740;48;;Now, let's get back to those questions shall we?;Torniamo ora a quelle domande, va bene?
3036;11796;57;;Ugh. Now he's giving interviews?&Who does he think he is?;Ugh. Adesso rilascia interviste? Chi si crede di essere?
3052;11860;71;;Ooh, look at him, son of some big hero.&Please! He's still a schoolboy!;Oh, guardalo, figlio di qualche grande eroe. Per favore! E'&ancora uno scolaretto!
3068;11936;13;;No kidding...;Non sto scherzando...
3084;11956;61;;One little win and he's the new grand duke.&Ugh, I hate kids.;Una piccola vittoria e diventer= il nuovo granduca. Ehm,&odio i bambini.
3100;12024;39;;Eh, whatever. &He'll learn soon enough.;Eh, come vuoi. Imparer= presto.
3116;12068;69;;Only one thing matters out there in the field,&and that's experience.;Li sul campo conta solo una cosa: l'esperienza.
