240;908;53;;All right, that's everyone.&Ready to move out, squad?;Bene, ci siamo tutti. Siete pronti a par-&tire, squadra?;
256;968;35;;You're crazy. You know that, right?;Sei pazzo. Lo sai, vero?;
272;1008;75;;Incoming message from Squad 1 leader Faldio&Landzaat on the west bank, sir.;Messaggio in arrivo dal leader della squ-&adra 1 Faldio&Landzaat dalla Cisgiordani-&a, signore.;
288;1088;84;;Enemy company in motion, presumed headed&east across the bridge toward our position.;Compagnia nemica in movimento, presumibi-&lmente diretta a est, oltre il ponte, ve-&rso la nostra posizione.;
304;1180;39;;A full company? That's bad news for us.;Un'azienda completa? Questa > una cattiv-&a notizia per noi.;
320;1224;76;;We'll have to move fast.&We're taking that camp before the cavalry rolls in!;Dobbiamo muoverci in fretta e prenderemo-& quell'accampamento prima che arrivi la -&cavalleria!;
336;1308;47;;What's all that noise? &Has something happened?;Cos'> tutto questo rumore? E' successo qu-&alcosa?;
352;1360;76;;"Emergency wire from alpha camp, sir!&""Under attack, request reinforcements!""";"Cavo di emergenza dal campo alfa, signor-&e! ""Sotto attacco, richiediamo rinforzi!-&""";
368;1444;79;;What?! How did Gallia get across?!&Agh, go wake the men up! Get out there, now!;Cosa?! Come ha fatto la Gallia ad attrav-&ersare?!&Agh, andate a svegliare gli uom-&ini! Uscite, subito!;
384;1528;80;;Come in, alpha camp. Alpha camp, respond.&We heard gunshots. Report your status!;Entrate, campo alfa. Campo alfa, rispond-&ete. Abbiamo sentito degli spari. Segnal-&ate il vostro stato!;
400;1616;80;;Come in, alpha camp. Alpha camp, respond.&We heard gunshots. Report your status!;Entrate, campo alfa. Campo alfa, rispond-&ete. Abbiamo sentito degli spari. Segnal-&ate il vostro stato!;
416;1704;46;;Welks, I've intercepted an enemy transmission.;Welks, ho intercettato una trasmissione -&nemica.;
432;1756;76;;There's nobody left at their camp to respond,&now that we've cleared it out.;Non c'> piu' nessuno nel loro accampament-&o che possa rispondere, ora che lo abbia-&mo ripulito.;
448;1840;79;;This is bad. It's only a matter of time&before they send in reinforcements now.;Questo > un male. E' solo questione di te-&mpo&prima che mandino rinforzi ora.;
464;1924;84;;This is alpha camp. A patrol unit had a misfire.&Condition green. Relax, we're fine.;Questo > un campo alfa. Un'unit= di patt-&uglia ha avuto un'accensione difettosa.&-&Condizione verde. Rilassati, stiamo bene-&.;
480;2016;84;;This is alpha camp. A patrol unit had a misfire.&Condition green. Relax, we're fine.;Questo > un campo alfa. Un'unit= di patt-&uglia ha avuto un'accensione difettosa.&-&Condizione verde. Rilassati, stiamo bene-&.;
496;2108;89;;Understood. Well, you guys keep the fires lit&'til it's time for our shift. Over and out.;Capito. Bene, voi ragazzi tenete accesi -&i fuochi finch< non > ora del nostro tur-&no. Passo e chiudo.;
512;2204;89;;Understood. Well, you guys keep the fires lit&'til it's time for our shift. Over and out.;Capito. Bene, voi ragazzi tenete accesi -&i fuochi finch< non > ora del nostro tur-&no. Passo e chiudo.;
528;2300;53;;Whew...&Apologies for acting without permission, sir.;Uff...e mi scuso per aver agito senza pe-&rmesso, signore.;
544;2360;21;;That was amazing, Is!;E' stato fantastico, Is!;
560;2388;84;;Between the squad's fast action and that fast talking,&we saved ourselves some heat.;Grazie alla rapidit= d'azione della squa-&dra e alla rapidit= delle chiacchiere, c-&i siamo risparmiati un po' di pressione.;
576;2480;55;;S-Sir!&Gallian commandos have occupied alpha camp, sir!;S-Signore! I commando Galliani hanno occ-&upato l'accampamento Alfa, signore!;
592;2540;61;;What?&Alpha camp reported their status green not minutes ago!;Cosa?&Alpha Camp ha segnalato il suo sta-&to verde solo pochi minuti fa!;
608;2608;78;;Y-Yes, but... Thinking back on it,&I didn't recognize the voice on the line...;S-Si, ma... Ripensandoci, non ho riconos-&ciuto la voce sulla linea...;
624;2692;37;;Damn it! Feed me misinformation, huh?;Accidenti! Mi dai una cattiva informazio-&ne, eh?;
640;2736;70;;I want every last man we have out there!&Bring me those Gallian heads!;Voglio tutti gli uomini che abbiamo l= f-&uori! E portatemi quelle teste di Gallia-&n!;
