1096;5188;42;;I'm sorry, Welkin, I...&I'm pulling out...;Mi dispiace, Welkin, io... e io mi ritiro...
1112;5236;58;;Rrgh, this is embarrassing...&Sorry, boss. I'm outta here.;Rrgh, questo > imbarazzante...&Mi dispiace, capo. Me ne&vado.
1128;5300;59;;Rrgh, damn it!&The rest is up to you, boss. I'm retreating.;Rrgh, accidenti!&Il resto spetta a te, capo. Io mi ritiro.
1144;5364;32;;Sorry...&I've got to bail out...;Mi dispiace...e devo andarmene...
1160;5404;56;;The sky looks... so close...&I can... almost touch it...;Il cielo sembra... cosi vicino... e posso... quasi&toccarlo...
1176;5468;70;;This never woulda... happened if...&I hadn't been a... shocktrooper...;Questo non sarebbe mai successo se...&io non fossi stato&uno... shocktrooper...
1192;5544;80;;Didn't have much... longer anyhow...&I'd rather go out... fightin' for Gallia...;Non avevo molto... piu' tempo comunque... e preferirei&andare... a combattere per la Gallia...
1208;5632;62;;Just... once in my life, I...&I wanted to ride... in a tank...;Solo... una volta nella mia vita, io...&io ho voluto&viaggiare... su un carro armato...
1224;5700;56;;Boss Gunther, it's... up to you...&Beat 'em... for me...;Capo Gunther, tocca a te... e sconfiggerli... per me...
1240;5764;73;;I... I'm dying, aren't I...?&Hope I come back as... less of a screw-up...;Io... sto morendo, non > vero?... e spero di tornare...&meno pasticcione...
1256;5844;64;;Heh... Sorry, Aika...&Looks like... my adventure ends... here...;Eh... Scusa, Aika... e sembra che... la mia avventura&finisca... qui...
1272;5916;43;;Ahh... Karl...&I love you... I'll always...;Ahh... Karl... e io ti amo... Ti amero' sempre...
1288;5964;78;;Shooting guns is... lame, eh?&Hurts to shoot people... hurts to... get shot...;Sparare con le pistole >... da pazzi, eh?&Fa male sparare&alla gente... fa male... farsi sparare...
1304;6048;75;;A star never... really dies...&She just waits for... her big... comeback...;Una stella non muore mai... veramente... e aspetta solo...&il suo grande... ritorno...
1320;6128;73;;Welkin? Help, I'm scared...&Please don't let me... I don't want to die...;Ciao? Aiuto, ho paura... e per favore non lasciarmi... Non&voglio morire...
1336;6208;57;;Damn you... Imps...&I'll haunt the... filthy lot of ya...;Maledetti voi... folletti... e io vi perseguitero'... tutti&quei sporchi...
1352;6272;78;;Ugh, if I knew it'd... come to this, I...&would've stayed at home in... bed...;Ugh, se avessi saputo che si sarebbe... arrivati a&questo punto, io... sarei rimasto a casa a... letto...
1368;6356;84;;Rrgh, didn't... train hard enough...&When I get back I'll... work out till I puke...;Rrgh, non mi sono... allenato abbastanza duramente... e&quando tornero'... mi allenero' fino a vomitare...
1384;6448;66;;Hah, looks like even a... veteran war hero...&can't win 'em all...;Ah, sembra che anche un... eroe di guerra veterano... non&possa vincere sempre...
1400;6520;79;;H-Here I thought... becoming a soldier'd...&win me points... with the ladies...;E-qui pensavo... di diventare un soldato... e di&guadagnare punti... con le donne...
1416;6604;82;;No, damn it... I'm just... starting here...&Hey, Welkin... gimme a... hand here...;No, accidenti... Sto solo... iniziando da qui... Ehi,&Welkin... dammi una... mano...
1432;6692;70;;I-Is this... really the punch line...?&If so, I... I'm not laughing...;D-E' davvero questa la battuta finale? E se > cosi, io...&non sto ridendo.
1448;6768;67;;F-Forgive me, I... I can't help...&protect you all... any longer...;P-Perdonatemi, io... non posso piu' aiutarvi... e&proteggervi tutti... ancora...
1464;6840;83;;Heh heh... I was always too impatient...&There was... no reason to die this soon...;Eh eh... Sono sempre stato troppo impaziente... E non&c'era... nessun motivo per morire cosi presto...
1480;6928;83;;Welkin, this... this is your fault...!&Alicia darling, I... hoped I'd... see you...;Bene, questa... questa > colpa tua...!&Alicia cara, io...&speravo di... vederti...
1496;7016;82;;Hope I can... make it to heaven... okay...&I've... got no sense of... direction...;Spero di poter... arrivare in paradiso... okay... e non&ho... alcun senso di... orientamento...
1512;7104;89;;Hope I can... make it to the afterlife... okay...&I've... got no sense of... direction...;Spero di poter... arrivare all'aldil=... okay... e non&ho... alcun senso di... direzione...
1528;7200;78;;Welkin... dress me up... all in white...&I don't want... to be seen... like...;Welkin... vestimi... tutto di bianco... e non voglio...&essere vista... come...
1544;7284;84;;This is why I... detest war...&Too many have... already killed and... been killed...;Ecco perch< io... detesto la guerra...&Troppe persone...&hanno... gi= ucciso e... sono state uccise...
1560;7376;83;;Wow, my... My body feels so light...&I feel like... I could dance like... a swan...;Wow, mio... Il mio corpo > cosi leggero... e mi sento&come... Potrei ballare come... un cigno...
1576;7464;71;;You know, Welkin... I...&I always thought you and... you and I might...;Sai, Welkin... io... e io abbiamo sempre pensato che tu&e... tu e io potremmo...
1592;7540;54;;Ugh... sooo lame...&I'm, like... totally dying here...;Ugh... cosi noioso... e io, tipo... sto morendo qui...
1608;7600;64;;I can't... leave you, Vyse...&Wonder if I'll... be a... ghost...;Non posso... lasciarti, Vyse... e mi chiedo se...&diventero'... un... fantasma...
1624;7672;73;;Nngh... Largo, I'd always... hoped...&your chest could... be my pillow...;Nngh... Largo, ho sempre... sperato... che il tuo petto&potesse... essere il mio cuscino...
1640;7752;42;;Lieutenant, sir...&The rest is... up to...;Tenente, signore...e il resto... spetta a...
