112;268;56;;Well, this is Fouzen...&Looks like a complicated layout.;Bene, questo > Fouzen...&Sembra un layout complicato.
128;332;55;;Let's move carefully here.&We don't want to be spotted.;Qui procediamo con cautela.&Non vogliamo essere individuati.
144;392;77;;Be careful! If they get those searchlights on you,&you'll be dodging mortars.;Stai attento! Se ti beccano i riflettori,&dovrai schivare i mortai.
160;476;77;;Be careful! If they get those searchlights on you,&you'll be dodging mortars.;Stai attento! Se ti beccano i riflettori,&dovrai schivare i mortai.
176;560;80;;Avoid the lights at all cost.&If they find you, take evasive action immediately!;Evitate i riflettori a ogni costo.&Se vi trovano, agite subito per evitarli!
192;648;80;;Avoid the lights at all cost.&If they find you, take evasive action immediately!;Evitate i riflettori a ogni costo.&Se vi trovano, agite subito per evitarli!
208;736;86;;Lieutenant Gunther, you may be able to move&unseen using the trolley cars around town.;Tenente Gunther, forse puoi muoverti&non visto usando i tram della citt=.
224;828;86;;Lieutenant Gunther, you may be able to move&unseen using the trolley cars around town.;Tenente Gunther, forse puoi muoverti&non visto usando i tram della citt=.
240;920;92;;Their path is fixed and they can only fit one person,&but they may get you behind the enemy.;Il percorso > fisso, entra una sola persona,&ma potresti arrivare alle spalle dei nemici.
256;1020;92;;Their path is fixed and they can only fit one person,&but they may get you behind the enemy.;Il percorso > fisso, entra una sola persona,&ma potresti arrivare alle spalle dei nemici.
