4300;8067;;      Krimm N-246 46/45mm cannon;;Cannone Krimm N-246 46/45mm
4400;8100;;      Krimm N-520 20/122mm cannon;;Cannone Krimm N-520 20/122mm
4500;8134;;      Krimm N-6MX 130mm cannon x19;;Cannone Krimm N-6MX 130mm x19
4496;8169;;      Mustela 340mm cannon x2;;Cannone Mustela 340mm x2
4492;8199;;      Mustela 800mm cannon x2;;Cannone Mustela 800mm x2
4304;8229;;      Uranus 20mm tank machine gun x2;;Mitragliatrice da carro armato Uranus 20mm x2
4504;8267;;      Uranus 37mm machine cannon x12;;Cannone mitragliatore Uranus 37mm x12
4404;8304;;      Uranus 9mm tank machine gun x6;;Mitragliatrice da carro armato Uranus 9mm x6
4396;8341;;      Zabot 12/340mm cannon x2;;Cannone Zabot 12/340mm x2
3068;8372;;"BC or ""Before Conquest.""";;"a.C. ovvero ""prima della conquista""."
4524;8399;;terrestrial dreadnought. Four engines;;corazzata terrestre. Quattro motori
2956;8439;;18th Century Industrial Revolution gave;;La rivoluzione industriale del XVIII secolo ha dato
3512;8479;;A common term for the systematic capture;;Un termine comune per la cattura sistematica
2840;8520;;A conglomerate of nations united under;;Un conglomerato di nazioni unite sotto
2416;8559;;A high-voltage electric fence surrounded;;Una recinzione elettrica ad alta tensione circondata
3608;8600;;A longstanding tradition in Gallia, this;;Una tradizione di lunga data in Gallia, questa
4952;8641;;A massive lance-form weapon believed to;;Un'arma massiccia a forma di lancia che si ritiene
5240;8681;;A perennial plant found across Gallia,;;Una pianta perenne diffusa in tutta la Gallia,
3896;8720;;A standing self-defense force serves to;;Una forza di autodifesa permanente serve a
5108;8760;;A surging need for tank fuel and;;Un crescente bisogno di carburante per i serbatoi e
5336;8793;;A winged cousin to the common pig, found;;Un cugino alato del maiale comune, trovato
5400;8834;;Affectionate and intelligent, they are;;Affettuosi e intelligenti, sono
2376;8873;;After capturing Fouzen, the Empire was;;Dopo aver catturato Fouzen, l'Impero fu
2704;8912;;After claiming the citadel, the Empire;;Dopo aver rivendicato la cittadella, l'Impero
4248;8951;;After the Empire employed highly mobile;;Dopo l'Impero vennero impiegati mezzi altamente mobili
4980;8991;;After the War of the Valkyrur, the spear;;Dopo la Guerra dei Valkyrur, la lancia
1992;9032;;Allegedly scorched as a result of the;;Presumibilmente bruciato a causa del
2808;9070;;Alliance and the Atlantic Federation,;;Alleanza e Federazione Atlantica,
2200;9108;;Along the outer wall, further writings;;Lungo il muro esterno, ulteriori scritte
1700;9147;;Amatriain, in honor of General;;Amatriain, in onore del Generale
1704;9178;;Amatriain, who was responsible for;;Amatriain, che era responsabile di
1976;9213;;An arid desert devoid of all vegetation;;Un deserto arido privo di ogni vegetazione
4296;9253;;Arms: Mustela K5T10 280mm cannon;;Armi: cannone Mustela K5T10 da 280 mm
4488;9286;;Arms: Valkof;;Armi: Valkof
4392;9299;;Arms: Zabot 18/340mm ragna-cannon;;Armi: cannone ragna Zabot 18/340mm
5488;9333;;Army were repurposed to turn the plane's;;L'esercito > stato riadattato per trasformare l'aereo
5048;9374;;As Europa's primary energy source, this;;Essendo la principale fonte energetica di Europa, questa
2744;9414;;As a resource-rich part of the largest;;Come parte ricca di risorse del piu' grande
5288;9453;;As an exceptionally hardy plant, they;;Essendo una pianta eccezionalmente resistente,
3904;9491;;As every citizen receives basic military;;Poich< ogni cittadino riceve l'assistenza militare di base
2264;9532;;As one of Gallia's richest mining sites,;;Essendo uno dei siti minerari piu' ricchi della Gallia,
5816;9573;;As part of a defensive force, Gallian;;Come parte di una forza difensiva, Gallian
4088;9611;;As the nation's only arms manufacturer,;;Essendo l'unico produttore di armi della nazione,
2572;9651;;As the object of several border disputes;;Come oggetto di numerose controversie di confine
4184;9692;;At the turn of the 20th Century, a time;;A cavallo del XX secolo, un periodo
2932;9732;;Atlantic Federation;;Federazione Atlantica
2068;9752;;Barious Ruins Antechamber;;Anticamera delle Rovine di Barious
2164;9778;;Barious Ruins Sanctum;;Rovine di Barious Sanctum
2172;9800;;Barious Temple hides within it an inner;;Il Tempio di Barious nasconde al suo interno un'intima
4372;9840;;Batomys;;Batomys
4628;9848;;Because beliefs have traditionally taken;;Poich< le credenze hanno tradizionalmente preso
4900;9889;;Because contact with a Valkyria triggers;;Poich< il contatto con una Valkyria innesca
3224;9930;;Beginning as an Imperial incursion into;;Iniziando come un'incursione imperiale in
5912;9970;;Born in the late 19th Century as a means;;Nato alla fine del XIX secolo come mezzo
4148;10011;;Brondel in skill. Brondel, who rose to;;Brondel in abilit=. Brondel, che > salito a
1300;10050;;Bruhl;;Bruhl
5452;10056;;Built according to design notes left by;;Costruito secondo le note di progettazione lasciate da
4508;10096;;Built to Maximilian's specifications in;;Costruito secondo le specifiche di Maximilian in
3336;10136;;By circa 30 BC, the Darcsens are said to;;Intorno al 30 a.C., si dice che i Darcsens
2800;10177;;By the 1800's, the balance of power lay;;Nel 1800, l'equilibrio del potere era
5688;10217;;By the end of the 2nd Century after the;;Entro la fine del II secolo dopo la
3544;10257;;Captives were alternately used as slaves;;I prigionieri venivano alternativamente utilizzati come schiavi
1644;10298;;Castle Randgriz, home to the archduke,;;Castello Randgriz, dimora dell'arciduca,
3148;10337;;Century led to skyrocketing demand for;;Il secolo ha portato a un'impennata della domanda di
1404;10376;;Century, when Castle Randgriz was built;;Secolo, quando fu costruito il castello Randgriz
3528;10416;;Continuing the long history of prejudice;;Continuando la lunga storia del pregiudizio
2980;10457;;Councilor acts as the Federation's chief;;Il consigliere agisce come capo della Federazione
2356;10498;;Darcsen Concentration Camp;;Campo di concentramento di Darcsen
3700;10525;;Darcsen Good-Luck Dolls;;Bambole portafortuna Darcsen
2360;10549;;Darcsen laborers collected during;;I lavoratori di Darcsen si sono riuniti durante
3736;10583;;Darcsen pattern. Additional clothing and;;Modello Darcsen. Abbigliamento aggiuntivo e
4772;10624;;Darcsen population in unprovoked combat,;;Popolazione di Darcsen in combattimento non provocato,
3372;10665;;Darcsen rampage, they brought peace to;;La furia di Darcsen, hanno portato la pace a
5572;10704;;Darcsen traitors subsequently claimed to;;I traditori di Darcsen hanno successivamente affermato di
5716;10745;;Darcsens;;Darcsens
2128;10754;;Decorated with a motif believed to be a;;Decorato con un motivo che si ritiene essere un
5144;10794;;Depending on the refinery methods used,;;A seconda dei metodi di raffinazione utilizzati,
1264;10834;;Despite its size of only 38,567 sq. km;;Nonostante le sue dimensioni siano di soli 38.567 kmq
5256;10873;;Distinguishing characteristics include;;Le caratteristiche distintive includono
3196;10912;;During the war, Gallia's military, led;;Durante la guerra, l'esercito della Gallia, guidato
