60496;128887;;15 minutes pass;
92880;128887;;15 minutes pass;
30924;128903;;20 turns pass;
32336;128903;;20 turns pass;
33044;128903;;20 turns pass;
33748;128903;;20 turns pass;
35156;128903;;20 turns pass;
35860;128903;;20 turns pass;
36564;128903;;20 turns pass;
37264;128903;;20 turns pass;
37976;128903;;20 turns pass;
38680;128903;;20 turns pass;
39376;128903;;20 turns pass;
40084;128903;;20 turns pass;
40788;128903;;20 turns pass;
41492;128903;;20 turns pass;
42196;128903;;20 turns pass;
42900;128903;;20 turns pass;
43604;128903;;20 turns pass;
44308;128903;;20 turns pass;
45712;128903;;20 turns pass;
46420;128903;;20 turns pass;
47120;128903;;20 turns pass;
47824;128903;;20 turns pass;
48532;128903;;20 turns pass;
49232;128903;;20 turns pass;
49940;128903;;20 turns pass;
51348;128903;;20 turns pass;
52052;128903;;20 turns pass;
52756;128903;;20 turns pass;
53460;128903;;20 turns pass;
54164;128903;;20 turns pass;
54868;128903;;20 turns pass;
55572;128903;;20 turns pass;
56276;128903;;20 turns pass;
56980;128903;;20 turns pass;
68940;128903;;20 turns pass;
69644;128903;;20 turns pass;
70348;128903;;20 turns pass;
71052;128903;;20 turns pass;
71764;128903;;20 turns pass;
72468;128903;;20 turns pass;
73172;128903;;20 turns pass;
73876;128903;;20 turns pass;
74580;128903;;20 turns pass;
75284;128903;;20 turns pass;
75988;128903;;20 turns pass;
76692;128903;;20 turns pass;
77396;128903;;20 turns pass;
78100;128903;;20 turns pass;
78804;128903;;20 turns pass;
79508;128903;;20 turns pass;
80212;128903;;20 turns pass;
80916;128903;;20 turns pass;
81620;128903;;20 turns pass;
82324;128903;;20 turns pass;
83028;128903;;20 turns pass;
83732;128903;;20 turns pass;
60492;128917;;7 turns pass;
92876;128917;;7 turns pass;
34440;128930;;@fcfff00000:10 turns pass@fci:;
31632;128961;;@fcfff00000:20 turns pass@fci:;
31628;128992;;@fcfff00000:Alicia dies@fci:;
37256;128992;;@fcfff00000:Alicia dies@fci:;
33740;129021;;@fcfff00000:All ally soldiers and reserves are killed@fci:;
50632;129080;;@fcfff00000:Any Imperial unit enters the area@fci:;
49928;129131;;@fcfff00000:Any Imperial unit escapes@fci:;
49224;129174;;@fcfff00000:Any allied unit is sighted@fci:;
47816;129218;;@fcfff00000:Any ally falls in action@fci:;
33032;129260;;@fcfff00000:Bruhl's main gate is destroyed@fci:;
36552;129308;;@fcfff00000:Gallia's base camp is destroyed@fci:;
45000;129357;;@fcfff00000:Marmota's course is not changed@fci:;
37960;129406;;@fcfff00000:The Edelweiss is destroyed@fci:;
38664;129450;;@fcfff00000:The armored car explodes@fci:;
38668;129492;;@fcfff00000:The armored car reaches the harbor@fci:;
33736;129544;;@fcfff00000:The enemy occupies Gallia's base camp@fci:;
31624;129599;;@fcfff00000:Welkin dies@fci:;
11880;129628;;A final word: Sergeant Zaka is helping organize the refugee\nevacuation. You won't have the Shamrock with you this time.;
5988;129749;;A gunshot should be able to detonate those and hopefully\ntake out any nearby tanks or foot soldiers with it.;
32332;129859;;Alicia dies;
33040;129859;;Alicia dies;
37968;129859;;Alicia dies;
34452;129871;;All ally soldiers and reserves are killed;
35152;129871;;All ally soldiers and reserves are killed;
35856;129871;;All ally soldiers and reserves are killed;
40080;129871;;All ally soldiers and reserves are killed;
40784;129871;;All ally soldiers and reserves are killed;
41488;129871;;All ally soldiers and reserves are killed;
42192;129871;;All ally soldiers and reserves are killed;
42896;129871;;All ally soldiers and reserves are killed;
43600;129871;;All ally soldiers and reserves are killed;
44304;129871;;All ally soldiers and reserves are killed;
46416;129871;;All ally soldiers and reserves are killed;
48528;129871;;All ally soldiers and reserves are killed;
51344;129871;;All ally soldiers and reserves are killed;
52048;129871;;All ally soldiers and reserves are killed;
52752;129871;;All ally soldiers and reserves are killed;
53456;129871;;All ally soldiers and reserves are killed;
54160;129871;;All ally soldiers and reserves are killed;
54864;129871;;All ally soldiers and reserves are killed;
55568;129871;;All ally soldiers and reserves are killed;
56272;129871;;All ally soldiers and reserves are killed;
56976;129871;;All ally soldiers and reserves are killed;
71760;129871;;All ally soldiers and reserves are killed;
72464;129871;;All ally soldiers and reserves are killed;
73168;129871;;All ally soldiers and reserves are killed;
73872;129871;;All ally soldiers and reserves are killed;
74576;129871;;All ally soldiers and reserves are killed;
75280;129871;;All ally soldiers and reserves are killed;
75984;129871;;All ally soldiers and reserves are killed;
76688;129871;;All ally soldiers and reserves are killed;
77392;129871;;All ally soldiers and reserves are killed;
78096;129871;;All ally soldiers and reserves are killed;
78800;129871;;All ally soldiers and reserves are killed;
79504;129871;;All ally soldiers and reserves are killed;
80208;129871;;All ally soldiers and reserves are killed;
80912;129871;;All ally soldiers and reserves are killed;
81616;129871;;All ally soldiers and reserves are killed;
82320;129871;;All ally soldiers and reserves are killed;
83024;129871;;All ally soldiers and reserves are killed;
83728;129871;;All ally soldiers and reserves are killed;
9052;129913;;All decisions regarding the Valkyria from here on out will\ncome from the captain or highest-ranked officer present.;
31612;130030;;All enemies are defeated;
49212;130030;;All enemies are defeated;
49916;130030;;All enemies are defeated;
60476;130030;;All enemies are defeated;
92860;130030;;All enemies are defeated;
43580;130055;;All three switches are activated;
6476;130088;;Along the way, you'll find the standing remains of ruins,\nwhich should make for good cover from enemy fire.;
6236;130197;;Also remember that a tank can roll over land mines without\nsustaining damage. That's another way to clear the road.;
5984;130314;;Also, it looks like they've got tanks of extra ragnite\nfuel sitting around throughout the area.;
11352;130411;;Am I clear? When you stop moving, stay hidden in the grass.\nIf you're seen, kill them all before that phase is through.;
27576;130532;;An End to Darcsen Hunting;
6232;130558;;An engineer can dismantle a land mine by approaching it\nand pressing the OK button when the command appears.;
7268;130668;;And a reminder: you won't be able to issue orders until you\nget back to the Edelweiss's wireless communication system.;
10584;130788;;And while it may not stop bullets, I hope you won't forget\nthat you go with an entire nation's hopes for peace.;
5980;130901;;Any inactive tanks whose radiators aren't glowing and whose\ncannons aren't in position can be ignored completely.;
9816;131016;;Anyone or anything caught in the path of its advance will be\nout instantly. You'll have no chance to call for a medic.;
34736;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
35440;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
36144;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
36848;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
37552;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
45432;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
46136;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
46840;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
48112;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
48816;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
55288;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
76976;131072;;l be\nout instantly. You'll have no chance to call for a medic.;
