60496;128887;5;15 minutes pass;15 minutes <coul<es
92880;128887;5;15 minutes pass;15 minutes <coul<es
30924;128903;5;20 turns pass;20 tours <coul<s
32336;128903;1;20 turns pass;20 tours <coul<s
33044;128903;1;20 turns pass;20 tours <coul<s
33748;128903;15;20 turns pass;20 tours <coul<s
35156;128903;15;20 turns pass;20 tours <coul<s
35860;128903;15;20 turns pass;20 tours <coul<s
36564;128903;15;20 turns pass;20 tours <coul<s
37264;128903;15;20 turns pass;20 tours <coul<s
37976;128903;15;20 turns pass;20 tours <coul<s
38680;128903;15;20 turns pass;20 tours <coul<s
39376;128903;15;20 turns pass;20 tours <coul<s
40084;128903;15;20 turns pass;20 tours <coul<s
40788;128903;15;20 turns pass;20 tours <coul<s
41492;128903;15;20 turns pass;20 tours <coul<s
42196;128903;15;20 turns pass;20 tours <coul<s
42900;128903;15;20 turns pass;20 tours <coul<s
43604;128903;15;20 turns pass;20 tours <coul<s
44308;128903;15;20 turns pass;20 tours <coul<s
45712;128903;15;20 turns pass;20 tours <coul<s
46420;128903;15;20 turns pass;20 tours <coul<s
47120;128903;15;20 turns pass;20 tours <coul<s
47824;128903;15;20 turns pass;20 tours <coul<s
48532;128903;15;20 turns pass;20 tours <coul<s
49232;128903;15;20 turns pass;20 tours <coul<s
49940;128903;15;20 turns pass;20 tours <coul<s
51348;128903;15;20 turns pass;20 tours <coul<s
52052;128903;15;20 turns pass;20 tours <coul<s
52756;128903;15;20 turns pass;20 tours <coul<s
53460;128903;15;20 turns pass;20 tours <coul<s
54164;128903;15;20 turns pass;20 tours <coul<s
54868;128903;15;20 turns pass;20 tours <coul<s
55572;128903;15;20 turns pass;20 tours <coul<s
56276;128903;15;20 turns pass;20 tours <coul<s
56980;128903;15;20 turns pass;20 tours <coul<s
68940;128903;5;20 turns pass;20 tours <coul<s
69644;128903;5;20 turns pass;20 tours <coul<s
70348;128903;5;20 turns pass;20 tours <coul<s
71052;128903;5;20 turns pass;20 tours <coul<s
71764;128903;15;20 turns pass;20 tours <coul<s
72468;128903;15;20 turns pass;20 tours <coul<s
73172;128903;15;20 turns pass;20 tours <coul<s
73876;128903;15;20 turns pass;20 tours <coul<s
74580;128903;15;20 turns pass;20 tours <coul<s
75284;128903;15;20 turns pass;20 tours <coul<s
75988;128903;15;20 turns pass;20 tours <coul<s
76692;128903;15;20 turns pass;20 tours <coul<s
77396;128903;15;20 turns pass;20 tours <coul<s
78100;128903;15;20 turns pass;20 tours <coul<s
78804;128903;15;20 turns pass;20 tours <coul<s
79508;128903;15;20 turns pass;20 tours <coul<s
80212;128903;15;20 turns pass;20 tours <coul<s
80916;128903;15;20 turns pass;20 tours <coul<s
81620;128903;15;20 turns pass;20 tours <coul<s
82324;128903;15;20 turns pass;20 tours <coul<s
83028;128903;15;20 turns pass;20 tours <coul<s
83732;128903;14;20 turns pass;20 tours <coul<s
60492;128917;5;7 turns pass;7 tours <coul<s
92876;128917;5;7 turns pass;7 tours <coul<s
34440;128930;15;@fcfff00000:10 turns pass@fci:;@fcfff00000:10 tours <coul<s@fci:
31632;128961;1;@fcfff00000:20 turns pass@fci:;@fcfff00000:20 tours <coul<s@fci:
31628;128992;1;@fcfff00000:Alicia dies@fci:;@fcfff00000:Alicia meurt@fci:
37256;128992;15;@fcfff00000:Alicia dies@fci:;@fcfff00000:Alicia meurt@fci:
33740;129021;15;@fcfff00000:All ally soldiers and reserves are killed@fci:;@fcfff00000:Tous les soldats alli<s et renforts sont tu<s@fci:
50632;129080;15;@fcfff00000:Any Imperial unit enters the area@fci:;@fcfff00000:Des unit<s imp<riales entre dans la zone@fci:
49928;129131;15;@fcfff00000:Any Imperial unit escapes@fci:;@fcfff00000:Des unit<s imp<riales s'<chappent@fci:
49224;129174;15;@fcfff00000:Any allied unit is sighted@fci:;@fcfff00000:L'une des unit<s alli<s est vu@fci:
47816;129218;15;@fcfff00000:Any ally falls in action@fci:;@fcfff00000:Un alli< perdu dans l'action@fci:
33032;129260;1;@fcfff00000:Bruhl's main gate is destroyed@fci:;@fcfff00000:Porte principale de Bruhl d<truite@fci:
36552;129308;15;@fcfff00000:Gallia's base camp is destroyed@fci:;@fcfff00000:Camp de base Gallia d<truit@fci:
45000;129357;15;@fcfff00000:Marmota's course is not changed@fci:;@fcfff00000:Course du Marmota inchang<e@fci:
37960;129406;15;@fcfff00000:The Edelweiss is destroyed@fci:;@fcfff00000:L'Edelweiss est d<truit@fci:
38664;129450;15;@fcfff00000:The armored car explodes@fci:;@fcfff00000:Le v<hicule blind< explose@fci:
38668;129492;15;@fcfff00000:The armored car reaches the harbor@fci:;@fcfff00000:Le v<hicule blind< atteint le port@fci:
