320;1308;33;;Okay, Hans, you ready for action?;Bene, Hans, sei pronto per l'azione?
336;1348;8;;Moink...;Scusa...
352;1364;89;;We can hardly back down after that speech the other day.&I'm holding you to your promise!;Dopo il discorso dell'altro giorno non possiamo certo tirarci indietro.&Ti tengo fede alla tua promessa!
368;1460;14;;The day before;Il giorno prima
384;1480;87;;They covered up the kidnapping, right?&After you worked so hard to get all the details.;Hanno insabbiato il rapimento, giusto?&Dopo aver lavorato cosi duramente per ottenere tutti i dettagli.
400;1572;88;;It's not just this case, either.&All coverage of House Randgriz undergoes a harsh check.;E non > solo questo il caso.&Tutta la copertura di Casa Randgriz viene sottoposta a severi controlli.
416;1668;46;;Honestly...&The information control is insane!;Onestamente...&Il controllo delle informazioni > folle!
432;1720;83;;Now that you mention it, you don't normally read about&House Randgriz in the paper.;Ora che ci pensi, normalmente non leggi di&La Camera Randgriz sul giornale.
448;1808;73;;Personally, I'm a lot more interested in Her&Highness than in her family.;Personalmente, sono molto piu' interessato a Lei&Altezza che nella sua famiglia.
464;1888;89;;I want to interview Cordelia about her life.&Ask about hobbies, the food she likes, boys!;Voglio intervistare Cordelia sulla sua vita.&Chiedetegli dei suoi hobby, del cibo che le piace, ragazzi!
480;1984;63;;I mean, she's just a girl!&She has to think about these things.;Voglio dire, > solo una ragazza!&Deve pensare a queste cose.
496;2052;33;;Yeah... I'm a little curious too.;Si... sono un po' curioso anch'io.
512;2092;74;;Right? And getting people the information&they want is a journalist's job.;Giusto? E fornire alle persone le informazioni&cio' che vogliono > il lavoro del giornalista.
528;2172;41;;So! I'll be infiltrating Castle Randgriz.;Allora! Mi infiltrero' nel Castello Randgriz.
544;2220;32;;WHAT?! Explain THAT logic to me.;COSA?! Spiegami QUELLA logica.
560;2260;85;;There's no way I'd ever get permission.&Well, if fighting fair won't work, you cheat.;Non avrei mai potuto ottenere il permesso.&Beh, se combattere lealmente non funziona, allora si bara.
576;2352;33;;Are you sure you'll be all right?;Sei sicuro che andr= tutto bene?
592;2392;69;;Oh, I'll be fine! I'll have Hans with me as a bodyguard.&Right, Hans?;Oh, staro' bene! Avro' Hans con me come guardia del corpo.&Vero, Hans?
608;2468;19;;Mo-moink? Moioink?!;Mo-moink? Moioink?!
624;2492;20;;Let's go, pork chop!;Forza, costoletta di maiale!
640;2520;37;;Castle walls can't keep the truth in!;Le mura del castello non possono trattenere la verit=!
656;2564;72;;"Front page headline, ""True Face of Cordelia Unveiled!""&I can see it now!";"Titolo di prima pagina: ""Svelato il vero volto di Cordelia!""&Ora lo vedo!"
672;2644;56;;Intruder! She's headed for the audience hall!&After her!;Intruso! Si sta dirigendo verso la sala delle udienze!&Dopo di lei!
688;2708;58;;...Phew, managed to shake 'em.&Now, where's that princess?;...Uff, sono riuscito a scrollarmeli di dosso.&Ora, dov'> quella principessa?
704;2772;17;;Oink...? Moioink!;Oink...? Moioink!
720;2796;32;;Mm? What's wrong with you, Hans?;Mm? Cosa ti succede, Hans?
736;2836;33;;...Bingo! Cordelia, in the flesh!;...Bingo! Cordelia, in carne ed ossa!
752;2876;8;;...Phew.;...Uff.
768;2892;67;;Princess Cordelia, heiress to the Principality...&Why the sad look?;Principessa Cordelia, erede del Principato...&Perch< quello sguardo triste?
784;2964;39;;...Ah! Hans, no! You can't go that way!;...Ah! Hans, no! Non puoi andare da quella parte!
800;3008;8;;Moioink!;Ciao!
816;3024;12;;Wha...? Eep!;Cosa...? Eep!
832;3044;45;;A piglet...?&Did you escape from the kitchen?;Un maialino ...?&Sei scappato dalla cucina?
848;3096;10;;Moiiink...;Moooolto...
864;3112;46;;Oh, it's fine.&This is the real me, after all.;Oh, va bene.&Dopotutto, questo > il vero me.
880;3164;30;;Her hair is... she's Darcsen?!;I suoi capelli sono... > Darcsen?!
896;3200;79;;Hee hee! Have you been outside recently?&How is it... fun? Are the people well?;Hee hee! Sei stato fuori di recente?&Com'>... divertente? Le persone stanno bene?
912;3284;40;;I wish I could come and go as I pleased.;Vorrei poter andare e venire a mio piacimento.
928;3332;43;;I wish... I'd love to speak with him again.;Vorrei... mi piacerebbe molto parlare di nuovo con lui.
944;3380;6;;Moink?;Scusa?
960;3392;69;;Though, if he saw me as you do now...&I do wonder how he might react.;Pero', se mi vedesse come mi vedi tu adesso...&Mi chiedo come potrebbe reagire.
976;3468;14;;Your Highness!;Vostra Altezza!
992;3488;3;;Ah!;Ah!
1008;3496;8;;Moioink?;Moioink?
1024;3512;58;;Will you keep my secret, piglet?&Known only to you and me.;Manterrai il mio segreto, maialino?&Conosciuto solo da te e da me.
1040;3576;35;;I am here. Give me a moment's time.;Sono qui. Datemi un momento di tempo.
1056;3616;56;;We just landed the scoop of the millennium here, Hans...;Abbiamo appena scoperto lo scoop del millennio, Hans...
1072;3680;11;;Moink oink?;Moink oink?
1088;3696;54;;Hey, Welkin.&Do you think Ms. Ellet's doing all right?;Ciao, Welkin.&Credi che la signorina Ellet stia bene?
1104;3756;62;;With her, who knows?&I just hope she's not stuck in some jail.;Con lei, chi lo sa?&Spero solo che non sia rinchiusa in qualche prigione.
1120;3824;14;;Who's in jail?;Chi > in prigione?
1136;3844;28;;Ms. Ellet! You're all right!;Signorina Ellet! Sta bene!
1152;3880;37;;Welcome home. Did you get your scoop?;Bentornato a casa. Hai ricevuto il tuo scoop?
1168;3924;72;;You bet! Bigger than even I imagined, &but... I can't share it just yet.;Scommetti! Piu' grande di quanto avessi mai immaginato,&ma... non posso ancora condividerlo.
1184;4004;34;;Whaaat? Why not?! Now I'm curious!;Cosaaa? Perch< no?! Adesso sono curioso!
1200;4044;73;;A gal can't publish an article until she's&got solid proof to back it up.;Una ragazza non puo' pubblicare un articolo finch< non >&ho prove concrete a sostegno.
1216;4124;68;;I don't want to shoot from the hip here just&to get the recognition.;Non voglio sparare a caso qui, solo&per ottenere il riconoscimento.
1232;4200;68;;I'm in the service of truth, not fame. &That's my journalist's code.;Sono al servizio della verit=, non della fama.&Questo > il mio codice da giornalista.
1248;4276;37;;Wow, you make trespassing seem noble.;Wow, fai sembrare l'intrusione un atto nobile.
1264;4320;40;;Ha ha. In any case, stay tuned for more.;Ah ah. In ogni caso, restate sintonizzati per saperne di piu'.
1280;4368;78;;And you, little piggy, have a nose for news!&You're a natural born journalist.;E tu, porcellino, hai fiuto per le notizie!&Sei un giornalista nato.
1296;4452;8;;Moioink!;Ciao!
