884;4128;86;;Thanks to the victory at Naggiar,&our forces have pushed the enemy back to the border.;Grace = la victoire de Naggiar,&nos forces ont repouss< l'ennemi = la fronti>re.;
900;4220;67;;The Imperials are currently holed up in the&citadel at Ghirlandaio.;Les Imp<riaux sont actuellement retranch<s&dans la citadelle de Ghirlandaio.;
916;4292;14;;Ghirlandaio...;Ghirlandaio ...;
932;4312;0;;A crucial checkpoint along the commerce&routes tying Gallia to the east since &midievel times, the pass at Ghirlandaio&had been fortified for ages.;Un point de controle essentiel le long des&routes de commerce qui lient Gallia = l'est&depuis le moyen age, le col = Ghirlandaio&est fortifi< depuis des si>cles.;
948;4464;0;;The existing structure was rebuilt as a&modern fortress during the First Europan&War, and its grounds were littered with&the casualties of war.;La structure actuelle a <t< reconstruite&comme une forteresse moderne au cours de la&Premi>re Guerre d'Europa, et ses sols <taient&jonch<es avec les victimes de la guerre.;
964;4612;0;;"In the current war, it housed the Empire's&command center, and now it stood as their&final stronghold.&&       Irene Koller, ""On the Gallian Front""7";Dans la guerre actuelle, il abritait le&centre de commandement de l'Empire, et&maintenant il est leur dernier bastion.&& Irene Koller, £Sur le front Gallian£;
980;4764;55;;What's our strategy for attacking the citadel, Captain?;Quelle est notre strat<gie pour attaquer la citadelle,&Capitaine?;
996;4824;73;;Hmm... I still haven't received any details&on our orders from above yet.;Hmm... Je n'ai pas encore recu les d<tails&sur nos ordres d'en haut.;
1012;4904;75;;Oh, stop your worrying, Varrot.&I came here myself to give you your orders.;Oh, arr$tez de vous inqui<ter, Varrot. Je suis venu ici&moi-m$me pour vous donner vos ordres.;
1028;4984;62;;General Damon? I'm honored,&but why not just send a messenger?;G<n<ral Damon? Je suis honor<, mais pourquoi ne pas avoir&simplement envoy< un messager?;
1044;5052;57;;Your regiment really showed 'em up,&out there at Naggiar.;Votre r<giment s'est vraiment montr< = la hauteur,&l=-bas = Naggiar.;
1060;5116;87;;In return, I'm granting you the honor of&assaulting the citadel at the van of the army.;En retour je vous accorde l'honneur d'assaillir&la citadelle = l'avant-garde de l'arm<e.;
1076;5208;7;;...Sir.;... Sir.;
1092;5220;69;;Here are your orders.&There's a supply line running into the citadel.;Voici vos ordres. Il y a une ligne&d'approvisionnement allant dans la citadelle.;
1108;5296;86;;We're sending a train car loaded down with&explosives along it to blow us an entrance.;Nous enverrons un wagon charg< = raz bord avec des explosifs&sur cette ligne pour nous faire une entr<e.;
1124;5388;83;;The militia will run along the track ahead of it,&flipping the right rail switches.;La milice devra courir sur la voie devant lui,&basculant les bons aiguillages de rail.;
1140;5476;28;;Flipping rail switches, sir?;Bouger les aiguillages, monsieur?;
1156;5512;83;;This while dodging a hailstorm of bullets?&That sounds like a suicide mission, sir.;Et ceci en esquivant une gr$le de balles?&Cela ressemble = une mission suicide, monsieur.;
1172;5600;89;;Bah ha ha! What are you talking about?&It's the perfect challenge for your fearless crew!;Bah ha, ha! De quoi parlez-vous?&C'est un d<fi parfait pour votre intr<pide <quipe!;
1188;5696;77;;If we succeed here, the Empire will finally&be forced out of Gallia for good.;Si nous r<ussissons, l'Empire sera finalement contraint&de quitter Gallia pour de bon.;
1204;5780;60;;You'll pave the way for the real army.&You got that, Varrot?;Vous allez ouvrir la voie = la v<ritable arm<e.&Vous l'avez compris, Varrot?;
1220;5848;6;;......;......;
1236;5860;68;;Damn it!&Another mission they don't have the guts to do themselves?!;Bon sang! Encore une autre mission qu'ils n'ont pas&le courage de faire eux-m$mes ?!;
1252;5936;61;;...Maybe,&but it's a mission that somebody still needs to do.;... Peut-$tre,&mais c'est une mission que quelqu'un doit faire.;
1268;6004;83;;Precisely. As the general said, if we win,&the Empire will be driven out of Gallia.;Pr<cis<ment. Comme l'a dit le g<n<ral, si nous gagnons,&l'Empire sera chass< de Gallia.;
1284;6092;77;;Let this be our final battle.&I'll await good news from the field. Dismissed!;Que cela soit notre bataille finale.&J'attends de bonnes nouvelles sur le terrain. Rompez!;
1300;6176;6;;......;......;
1316;6188;35;;It hurts... Mother, where are you?!;ca fait mal ... M>re, ou $tes-vous ?!;
1332;6228;7;;Mother!;M>re!;
1348;6240;30;;Mother, where are you? Mother!;M>re, ou $tes-vous? M>re!;
1364;6276;29;;Hey! There's a survivor here!;Hey! Il y a un survivant ici!;
1380;6312;75;;It's too late for the mother!&Come on, we've got to get the child out, now!;Il est trop tard pour la m>re!&Allez, nous devons sortir l'enfant d'ici, maintenant!;
1396;6392;7;;Mother!;M>re!;
1412;6404;7;;Sire...;Sire ...;
1428;6416;13;;Your Grace...;Votre Grace ...;
1444;6436;42;;Hmph... That incident grows old and stale.;Hmph... Cet incident vieillit et rassit.;
1460;6484;44;;Selvaria, what news have you from the front?;Selvaria, quelle nouvelle avez-vous du front ?;
1476;6536;112;;Sire. They seek to push our soldiers past the border. &And the total of their forces approach those of our own. ;Sire. Ils cherchent = pousser nos soldats au-del= de la&fronti>re. Et le total de leurs forces approche le notre.;
1492;6656;8;;I see...;Je vois ...;
1508;6672;56;;The advantage now begins to sway towards the other side.;L'avantage commence maintenant = osciller vers l'autre cot<.;
1524;6736;94;;It seems the loss at Naggiar has ended our hopes of &strolling through the gates of Randgriz. ;Il semble que la d<faite = Naggiar a balay< nos espoirs de&d<ambulation = travers les portes de Randgriz.;
1540;6836;23;;The fault lies with me!;La faute m'en incombe!;
1556;6864;45;;This would be over had I but won at Naggiar. ;Cela serait termin< si seulement j'avais gagn< = Naggiar.;
1572;6916;47;;Your Grace, grant me another chance, I beg you!;Votre Grace, accordez-moi une autre chance,&je vous le demande !;
1588;6968;46;;Please allow me to fight for your glory, Sire!;Permettez-moi de me battre pour votre gloire, Sire !;
1604;7020;6;;Hmm...;Hmm ...;
1620;7032;16;;Dear Selvaria...;Chere Selvaria ...;
1636;7056;32;;Do you truly wish to be of help?;Vous souhaitez vraiment $tre utile ?;
1652;7096;24;;Yes!&More than anything!;Oui ! Plus que tout !;
1668;7128;100;;From the time you save me Your Grace... I've...&known... that I love you more than I do my own life.;A partir du moment ou vous m'avez sauv< Votre Grace...&Je savais... que je vous aime plus que ma propre vie.;
1684;7236;51;;Sire, I want to work in the service of your dreams!;Sire, je veux travailler au service de vos r$ves !;
1700;7292;10;;Very well.;Tr>s bien.;
1716;7308;79;;So Selvaria, you report that the strength of our&opponent now matches our own. ;Ainsi Selvaria, vous dites que la force de notre adversaire&correspond maintenant = la notre. ;
1732;7392;100;;In that case, let the fire of destruction rain down&upon them. Use the final flame of the Valkyria. ;Dans ce cas, laissez le feu de la destruction pleuvoir&sur eux. Utilisez la flamme finale du Valkyria.;
1748;7500;7;;But...!;Mais ...!;
1764;7512;13;;Your Grace...;Votre Grace ...;
1780;7532;63;;The hour of your death shall mark the&inauguration of Our rule.;L'heure de votre mort devrait marquer&l'inauguration de Notre R>gne.;
1796;7600;20;;Farewell, Selvaria. ;Adieu, Selvaria.;
1812;7628;55;;Can't say I'm impressed, Your Grace.&Making a lady cry?;Je ne peux pas dire que je sois impressionn<, votre Grace.&Faire pleurer une femme ?;
1828;7688;82;;This is simply one of a number of scenarios&We'd planned for since before Naggiar.;C'est tout simplement l'un des nombreux sc<narios&que Nous avions pr<vu bien avant Naggiar.;
1844;7776;90;;If her prowess as a Valkyria is insufficient,&Selvaria's uses quickly narrow to one alone.;Si ses prouesses comme Valkyria sont insuffisantes, l'util-&-isation de Selvaria sera concentr< en une seule prouesse.;
1860;7872;6;;......;......;
1876;7884;7;;Hmph...;Hum ...;
1892;7896;71;;Anyway, there's a messenger here for you&straight from Castle Randgriz.;Quoi qu'il en soit, il y a un messager ici pour vous venant&directement du Chateau Randgriz.;
1908;7972;69;;So there is. Let him wait. &I have no time for simple messengers now.;Un messager. Laissez le attendre. Je n'ai pas de temps&pour de simples messagers maintenant.;
1924;8048;83;;We are set to commence Operation Steel Scythe.&Jaeger, prepare to return back east.;Nous sommes pr$ts = commencer l'op<ration Steel Scythe.&Jaeger, pr<parez le retour vers l'est.;
1940;8136;44;;What?! Then it's...&The Marmota's finished?!;Quoi ?! Alors, c'est fait... Le Marmota est fini ?!;
1956;8188;57;;It is.&Word has come that it has completed its trial run.;Il l'est. L'information est arriv<,&il a termin< sa p<riode d'essai.;
1972;8252;71;;The Gallians are hasty to assume victory.&We shall see them gutted yet.;Les Galliens ont <t< hatifs de s'arroger la victoire.&Nous allons encore les <triper .;
1988;8328;6;;......;......;
2004;8340;6;;......;......;
2020;8352;13;;...I'm sorry.;... Je suis d<sol<.;
2036;8372;18;;Is everybody here?;Tout le monde est ici?;
2052;8396;26;;No. Still no Alicia, boss.;Non. Toujours pas Alicia, patron.;
2068;8428;27;;Right...&Well, let's start.;Bon ... Eh bien, nous allons commencer.;
2084;8460;74;;I already heard from another squad.&We're prepping some tracks for a bomb?;J'ai d<j= entendu des infos d'une autre escouade.&Nous allons appr$ter une voie pour une bombe ?;
2100;8540;63;;That's right. It's a rough one,&but this is a critical mission.;C'est ca. Ca va $tre difficile,&mais c'est une mission critique.;
2116;8608;75;;Eh, this is the militia.&We're used to gettin' all the bum missions by now.;Eh, c'est la milice. Nous nous habituons = recevoir&toutes les missions de clochard d<sormais.;
2132;8688;62;;With that settled, there's one question I&gotta ask you, boss.;Avec cela r<gl<, il y a une question que&je dois vous poser, patron.;
2148;8756;73;;Alicia's Valkyria powers and all...&You plan to use those this time, too?;Les pouvoirs Valkyria d'Alicia et tout...&tu pr<vois de les utiliser cette fois-ci, aussi?;
2164;8836;29;;No, Largo. Of course I don't.;Non, Largo. <videmment je ne le ferais pas.;
2180;8872;81;;I have faith in your natural abilities.&Who needs Valkyrur when I've got you all?;J'ai foi en vos capacit<s naturelles. Qui a besoin&de Valkyrur, quand je vous ai vous tous ?;
2196;8960;47;;Good answer.&I'd expect no less from you, boss.;Bonne r<ponse.&Je n'en attendais pas moins de vous, patron.;
