684;3128;79;;In March of 1935, the Empire began its&invasion across Gallia's eastern border.;En mars de 1935, l'Empire a commenc< son&invasion = travers la fronti>re&orientale de Gallia.
700;3212;181;;Maximilian, commander of the Gallian invasion&front, built his army around mobile armor.&Ghirlandaio and the other fortresses along the&border fell to his tanks in quick succession.;Maximilian, commandant du front d'invasion&Gallian, construit son arm<e autour des&armures mobiles. Ghirlandaio et les autres&forteresses le long de la fronti>re sont&tomb<es face = ses tanks en succession rapide
716;3400;182;;"Bruhl's fall in under two hours was typical&of villages in the Empire's path, and the road&to the capital bore a steady flow of refugees.&&       Irene Koller, ""On the Gallian Front""";La chute de Bruhl en moins de deux heures est&typique des villages se trouvant sur le&chemin de l'Empire, et la route vers la&capitale portait un flux constant de r<fugi<s&&    Irene Koller, £Sur le Front Gallien£
732;3588;73;;Randgriz, Gallia's capital,&a town secure and stable since ancient times.;Randgriz, la capital de Gallia, une ville sure&et stable depuis des temps imm<moriaux.
748;3668;110;;Within its walls stood the Castle Randgriz, and within&its unicorn spiral resided Cordelia, Gallia's princess.;Dans ses murs se trouvait le chateau Randgriz&, et dans sa spirale de licorne r<sidait&Cordelia, la princesse de Gallia.
764;3784;80;;Supporting Gallia's policy of neutrality was&a system of universal conscription.;La politique de neutralit< de Gallia  <tait&soutenu par un syst>me de conscription&universelle.
780;3872;0;;Under it, all schools required military&training each year. In the&event of a war, citizens were then drafted&into the militia to defend their country.;De ce fait, toutes les <coles devaient donner&une formation militaire chaque ann<e.&En cas de guerre, les citoyens <taient alors&enrol<s dans la milice pour d<fendre le pays.
796;4028;0;;"As the conflict with the East grew worse,&both Welkin and Alicia found themselves&no exceptions to that fate.&&       Irene Koller, ""On the Gallian Front""";Alors que le conflit avec l'Est s'aggrave,&tant Welkin qu'Alicia ne trouv>rent aucune&exception = ce destin.&&    Irene Koller, £Sur le front Gallien£
812;4188;8;;Come in.;Entrez.
828;4204;16;;Excuse me ma'am.;Excusez-moi Madame.
844;4228;60;;Gallian Militia enlistee Welkin Gunther,&reporting for duty.;Enrol< de la Milice Gallienne Welkin Gunther, au rapport.
860;4296;74;;Ma'am, Gallian Militia enlistee Alicia Melchiott,&also reporting for duty.;Madame, Enrol< de la Milice Gallienne Alicia Melchiott,&<galement au rapport.
876;4376;55;;I'm Captain Eleanor Varrot, commander of this regiment.;Je suis le Capitaine Eleanor Varrot,&commandant de ce r<giment.
892;4436;71;;Gunther you're promoted to lieutenant.&You'll be leader of Squad 7 now.;Gunther vous $tes promu au grade de lieutenant.&Vous $tes d<sormais le chef de l'escouade 7.
908;4512;6;;Ma'am!;Madame !
924;4524;102;;Enlistee Melchiott, you're promoted to sergeant.&You'll be under the lieutenant's command. Understood?;Enrol< Melchiott, vous $tes promu au grade de sergent.&Vous serez sous le commandement du lieutenant. Compris ?
940;4632;6;;Ma'am!;Madame !
956;4644;30;;What do you know... it is you.;Qui aurait cru ca... c'est toi.
972;4680;29;;Nice coincidence, huh Welkin?;Belle coincidence, hein Welkin ?
988;4716;8;;Faldio?!;Faldio? !
1004;4732;34;;I had no idea that you'd enlisted.;Je ne savais pas que tu avez <t< enrol<.
1020;4772;55;;Yeah. Now that there's a real war going on I joined up.;Ouais. Maintenant qu'il y a une v<ritable guerre en cours,&je me suis engag<.
1036;4832;68;;Pretty much all the officer in training boys are here just&like you.;A peu pr>s tous les officiers qui ont fait leur classe&sont ici comme vous.
1052;4908;20;;You know each other?;Vous vous connaissez ?
1068;4936;92;;Yes, ma'am. We knew each other at university.&Welkin was in science and I was in archeology.;Oui, madame. Nous nous sommes connus = l'universit<.&Welkin <tait en science et j'<tais en arch<ologie.
1084;5036;50;;And just look at us now. No archeology or science.;Et regardez nous maintenant.&Pas d'arch<ologie ou de science.
1100;5092;50;;Looks like the two of us are studying war I guess.;On dirait que nous sommes pass<s&= l'<tude de la guerre je suppose.
1116;5148;37;;Looks that way. It's good to see you.;On peut voir cela comme ca. C'est bon de te revoir.
1132;5192;8;;And you.;De m$me.
1148;5208;64;;That'll be all for now.&There's a strategy briefing later today.;Ce sera tout pour l'instant.&Il y a un briefing strat<gique plus tard aujourd'hui.
1164;5280;50;;But you still have time, time for you to catch up.;Mais vous avez encore le temps,&le temps pour vous de discuter.
1180;5336;61;;You'll be spending a lot of time on the post&and in Randgriz.;Vous allez passer beaucoup de temps dans le camp et&= Randgriz.
1196;5404;46;;They'll be your new home, so get to know them.;Cela va $tre votre nouvelle maison,&donc apprenez = les connaitre.
1212;5456;53;;That'll be all. Report back in time for the briefing.;Ce sera tout. Revenez = temps pour le briefing.
1228;5516;28;;Until then you're dismissed.;Jusque-l=, vous pouvez disposer.
1244;5552;27;;So these are my new digs...; C'est donc mes nouvelles fouilles...
1260;5584;15;;Oh, my uniform!;Oh, mon uniforme !
1276;5604;63;;I should get changed before reporting in.&Better get ready now.;Je devrais me changer avant d'aller au rapport.&Mieux vaut me pr<parer maintenant.
1292;5672;44;;Flares, binoculars...&A compass and a map...;Fus<es <clairantes, jumelles... Une boussole et une carte...
1308;5724;49;;Everything you need for a nice hike... or combat.;Tout ce qu'il faut pour une belle randonn<e... ou le combat.
1324;5780;22;;Welkin? Can I come in?;Welkin ? Puis-je entrer ?
1340;5808;16;;Sure, it's open.;Bien sur, c'est ouvert.
1356;5832;44;;Oh, you're already changed too.&Let's see...;Oh, tu es d<j= chang< aussi.&Voyons...
1372;5884;42;;Not bad, not bad!&You look good, actually.;Pas mal, pas mal !&Cela te va bien, en fait.
1388;5932;58;;So, how about me?&Do I look all right in this? Convincing?;Alors, qu'en est-il de moi ?&Est-ce que cela me va bien ? Convaincante ?
1404;5996;20;;Let's take a look...;Voyons voir...          
1420;6024;49;;Heh, yeah. You look fine.&You wear it like a pro.;Heh, ouais. Cela te va parfaitement.&Tu le portes comme une pro.
1436;6080;36;;Really? You're not just saying that?;Vraiment? Tu ne dis pas cela juste comme ca?
1452;6124;41;;Of course not.&You look tough. I like it!;Bien sur que non.&Tu as l'air dur. J'aime bien!
1468;6172;50;;Oh, good...&I was worried it looked kind of silly.;Oh, super... J'<tais inqui>te que&cela paraisse un peu ridicule.
1484;6228;85;;No way. That plating on the back?&It's like a coleopterid exoskeleton! Beetle-tastic.;En aucune facon. Ce blindage sur le dos?&C'est comme un exosquelette de col<opt>res! Scarab-tastique.
1500;6320;41;;Coleo-what? And did you just say BEETLE?!;Coleo-quoi ? Et tu viens de dire SCARABEE? !
1516;6368;14;;Uhh... Welkin?;Euh... Welkin ?
1532;6388;58;;What kind of girl wants to hear that she looks like a bug?;Quel genre de fille veut entendre&qu'elle ressemble = un insecte ?
1548;6452;89;;Huh? Not just any bug. A rhinoceros beetle.&KING of the insects. Who wouldn't want that?!;Hein ? Pas n'importe quel insecte. Un scarab<e rhinoc<ros.&Le ROI des insectes. Qui ne voudrait pas ca? !
1564;6548;81;;Uh huh... I guess I'll just try to take that&as a very Welkin sort of compliment.;Euh hein... Je suppose que je vais juste essayer de prendre&cela comme une sorte de compliment version Welkin.
1580;6636;65;;Tell me about that scarf.&You've been wearing it since I met you.;Parle moi de cette <charpe.&Tu la portes depuis que je t'ai rencontr<.
1596;6708;50;;Oh, this?&It's part of my uniform from the bakery.;Oh, cela?&Cela fait partie de mon uniforme de la boulangerie.
1612;6764;14;;Is that right?;C'est vrai?
1628;6784;64;;I don't want to forget the time I spent busting my buns,&baking.;Je ne veux pas oublier le temps que j'ai pass<&= cuire mes petits pains.
1644;6856;74;;I plan to keep wearing it until I can get&back to manning the ovens again.;Je projette de continuer = la porter jusqu'= ce que&je puisse retourner = mes fours = nouveau.
1660;6936;75;;That's great. Once you do,&I'll be first in line to get some of that bread.;C'est g<nial. Quand tu le feras, je serai le premier&= prendre une partie de ce pain.
1676;7016;85;;Is that a promise? Well, I'll be sure to have&plenty of it ready and waiting for you.;C'est une promesse ? Eh bien,soit sur que&j'en aurai beaucoup de pr$t et en attente pour toi.
1692;7108;76;;Absolutely. Hey, if you're ready,&we should probably go see the captain now.;Absolument. H<, si tu es pr$te, nous devrions&probablement aller voir le capitaine maintenant.
1708;7192;6;;Welks!;Welks !
1724;7204;41;;There you are. I've been looking for you.;Tu es l=. Je t'ai cherch<.
1740;7252;8;;Hey, Is.;Hey, Is.
1756;7268;38;;How'd your enlistment go? No problems?;Comment s'est pass< ton enrolement?&Pas de probl>mes?
1772;7312;42;;I registered as a tank pilot and mechanic.;Je me suis inscrite comme pilote de char et m<canicienne.
1788;7360;78;;Maintaining and operating the Edelweiss will&be my responsibility from now on.;Entretenir et conduire l'Edelweiss sera dor<navant&ma responsabilit<.
1804;7444;63;;I think it's nice that we'll all be on the&same squad together.;Je pense que c'est bien que l'on soit tous&ensemble dans la m$me escouade.
1820;7512;15;;I think so too.;Je le pense aussi.
1836;7532;26;;So what are you up to now?;Alors qu'est-ce que tu fais maintenant?
1852;7564;89;;The tank's hangar space is just through here.&I was just carrying some ragnite fuel back.;Le garage des chars est par l=.&Je ramenais juste du combustible ragnite la-bas.
1868;7660;75;;It's used to power the tank,&and also for the turret-mounted cannon rounds.;C'est utilis< pour alimenter le char, et aussi pour les&salves du canon mont< sur tourelle.
1884;7740;80;;I guess I'm just more used to seeing it in&street lamps and medical compounds...;Je suppose que je suis juste plus habitu< = le voir dans&les lampadaires et les compos<s m<dicaux...
1900;7828;78;;Seems like everything is ragnite-powered these days.&That stuff is everywhere.;On dirait que tout est aliment< par la ragnite de nos jours.&Ce genre de choses est partout.
1916;7912;79;;Not enough of it for some people, though.&It's the source of a lot of conflict.;Pas assez de ca pour certaines personnes, cependant.&C'est la source de beaucoup de conflits.
1932;7996;78;;They say the Empire's invading only to get&at all the ragnite in Gallian soil.;Ils disent que l'invasion de l'Empire c'est uniquement pour&obtenir tout le ragnite dans le sol de Gallia.
1948;8080;19;;Oh, that's right...;Oh, c'est vrai...
1964;8104;35;;I had something to give you, Welks.;J'avais quelque chose = te donner, Welks.
1980;8144;12;;What's this?;Qu'est-ce que c'est?
1996;8164;85;;Father's flare gun. It was in the barn,&but I thought you might have some use for it.;Le pistolet fus<e <clairante de p>re. C'<tait dans la grange&, mais j'ai pens< que tu pourrais en avoir l'utilit<.
2012;8256;23;;Another hand-me-down...;Un autre h<ritage...               
2028;8284;67;;I gave it a once-over. It might be old,&but it's still serviceable.;Je lui ai donn< un coup de jeune. Il est peut-$tre vieux,&mais il est encore utilisable.
2044;8356;62;;I didn't mean...&I just can't believe I'm a tank operator now.;Je n'ai pas voulu dire... Je ne peux juste pas croire que&je sois un op<rateur de char maintenant.
2060;8424;23;s;Thank you for this, Is.;Merci pour tout, Is.
2076;8452;85;;I'll do a spot-check on the Edelweiss now,&to make sure it's ready to go at any time.;Je vais faire un controle sur l'Edelweiss maintenant,&pour $tre sur qu'il soit pr$t = partir = tout moment.
2092;8544;55;;All right, we'll get going for now then.&See you later.;Tr>s bien, nous devons y aller maintenant. A plus tard.
2108;8604;43;;I'll cut to the chase. Here's your mission.;Je vais faire court. Voici votre mission.
2124;8652;83;;The Great Vasel Bridge was just taken by the Empire.&It's a key strategic position.;Le Grand Pont de Vasel vient d'$tre pris par l'Empire.&C'est une position strat<gique cl<.
2140;8740;23;;The Great Vasel Bridge?;Le Grand Pont de Vasel?
2156;8768;78;;It's a major drawbridge crossing the canal in Vasel,&just outside the capital.;C'est un pont-levis important traversant&le canal dans Vasel, juste = l'ext<rieur de la capitale.
2172;8852;75;;That bridge is a part of the central transit&artery leading in to Randgriz.;Ce pont fait partie de l'art>re de&transit centrale menant = Randgriz.
2188;8932;31;;Our mission is to take it back.;Notre mission est de le reprendre.
2204;8968;84;;The Empire has been running a blitz with&their shocktroops outrunning their defense.;L'Empire a men< une campagne-<clair avec&leurs commandos pour d<border leur d<fense.
2220;9060;85;;Our Third Regiment will retake the bridge&before defensive reinforcements can arrive.;Notre troisi>me r<giment va reprendre le pont avant que&les renforts d<fensifs puissent arriver.
2236;9152;69;;How quaint.&The militia holding a little strategy meeting of its own.;Si pittoresque. La milice tenant une&petite r<union de strat<gie de son cru.
2252;9228;57;;How long were you planning on hiding out in here, Varrot?;Combien de temps vous pr<voyez de vous cacher ici, Varrot ?
2268;9292;37;;My apologies, sir. We'll depart soon.;Mes excuses, monsieur. Nous partirons tr>s bientot.
2284;9336;36;;Whatever. They're just country mice.;Peu Importe. Ils sont seulement des souris des champs.
2300;9380;35;;It's not like they'll be much help.;C'est pas comme s'ils allaient $tre tr>s utile.
2316;9420;89;;More help, perhaps, than your army unit that&couldn't hold the bridge in the first place.;Plus utile, peut-$tre que votre unit< de l'arm<e&qui n'a pas pu tenir le pont en premier lieu.
2332;9516;4;;Hey!;H< !
2348;9528;76;;Regardless, Vasel remains a critical position.&We'll reclaim it immediately.;Peu importe, Vasel reste une position critique.&Nous allons la r<cup<rer imm<diatement.
2364;9612;30;;W-Well, good. See that you do!;W-Eh bien, bon. On verra ce que vous faites !
2380;9648;13;;Who was that?;Qui <tait-ce ?
2396;9668;47;;General Damon, commander of the central forces.;G<n<ral Damon, commandant des forces centrales.
2412;9720;76;;Central forces...&That's the army branch the militia was folded into, right?;Forces centrales... C'est la branche arm<e&dans laquelle la milice a <t< incluse, non ?
2428;9804;88;;That's right. They say the General's an aristocrat.&He looks down on the common militia.;C'est ca. On dit que le g<n<ral est un aristocrate.&Il m<prise la milice commune.
2444;9900;28;;That doesn't make any sense.;Cela n'a pas de sens.
2460;9936;92;;Right. Now that the war's begun,&we all need to band together and fight to keep Gallia safe.;Exact. Maintenant que la guerre est l=, nous devons tous&nous unir et nous battre pour garder Gallia en s<curit<.
2476;10036;83;;Who cares at this point whether you're in&the army or the militia? It's ridiculous.;Qui se soucie, = ce stade, si vous $tes dans&l'arm<e ou la milice ? C'est ridicule.
2492;10124;39;;Gentlemen. Let's return to the mission.;Messieurs. Revenons = la mission.
2508;10168;89;;We'll begin by taking back the western bank&to gain a foothold for reclaiming the bridge.;Nous allons commencer en reprenant la rive occidentale&pour gagner un pied = terre pour reconqu<rir le pont.
2524;10264;19;;Lieutenant Gunther.;Lieutenant Gunther.
2540;10288;77;;I'm assigning Squad 7 to this mission.&It's your first maneuver, so be smart.;J'assigne l'Escouade 7 = cette mission.&C'est votre premi>re manoeuvre, alors soyez rus<.
2556;10372;13;;Yes, Captain!;Oui, capitaine !
